id,car_name,yr_mfr,fuel_type,kms_run,sale_price,city,times_viewed,body_type,transmission,variant,assured_buy,registered_city,registered_state,is_hot,rto,source,make,model,car_availability,total_owners,broker_quote,original_price,car_rating,ad_created_on,fitness_certificate,emi_starts_from,booking_down_pymnt,reserved,warranty_avail
113,maruti baleno,2017,petrol,34205,509399,noida,519,hatchback,manual,zeta 1.2 k12,TRUE,noida,uttar pradesh,TRUE,up16,inperson_sale,maruti,baleno,in_stock,1,470617,535699,great,2021,TRUE,11832,76410,FALSE,FALSE
114,maruti swift,2015,petrol,57972,369399,noida,938,hatchback,manual,vxi,TRUE,delhi,delhi,TRUE,dl7c,inperson_sale,maruti,swift,in_stock,3,369391,470977,great,2021,TRUE,8580,55410,FALSE,FALSE
115,maruti swift,2008,petrol,61909,203099,noida,654,hatchback,manual,lxi 1.3,TRUE,delhi,delhi,TRUE,dl7c,inperson_sale,maruti,swift,in_stock,1,176651,236421,good,2021,TRUE,4717,30465,FALSE,FALSE
116,mahindra xuv500,2012,diesel,49367,479899,noida,4922,luxury suv,manual,w8 fwd,TRUE,noida,uttar pradesh,TRUE,up16,inperson_sale,mahindra,xuv500,in_stock,3,395073,503313,good,2021,TRUE,11147,71985,FALSE,FALSE
117,mahindra xuv500,2014,diesel,64950,555999,noida,3259,luxury suv,manual,w8 fwd,TRUE,new delhi,delhi,TRUE,dl8c,inperson_sale,mahindra,xuv500,in_stock,2,505938,636898,great,2020,TRUE,12914,83400,FALSE,FALSE
118,maruti sx4,2010,petrol,61261,232899,noida,1143,sedan,manual,zxi,TRUE,ghaziabad,uttar pradesh,TRUE,up16,inperson_sale,maruti,sx4,in_stock,1,200068,265408,good,2021,TRUE,5410,34935,FALSE,FALSE
119,honda amaze,2013,diesel,72461,301399,noida,778,sedan,manual,1.5 exmt i dtec,TRUE,delhi,delhi,TRUE,dl13,inperson_sale,honda,amaze,in_stock,1,270460,,great,2021,TRUE,7001,45210,FALSE,FALSE
120,maruti swift,2013,diesel,67011,369299,noida,494,hatchback,manual,vdi,TRUE,faridabad,haryana,TRUE,hr29,inperson_sale,maruti,swift,in_stock,1,354032,436632,great,2021,TRUE,8578,55395,FALSE,FALSE
121,hyundai elite i20,2015,petrol,53171,480399,noida,1015,hatchback,manual,sportz 1.2,TRUE,noida,uttar pradesh,TRUE,up16,inperson_sale,hyundai,elite i20,in_stock,1,447444,560624,great,2021,TRUE,11158,72060,FALSE,FALSE
122,hyundai grand i10,2017,petrol,93152,377799,noida,631,hatchback,,sportz(o) 1.2 mt,TRUE,delhi,delhi,TRUE,dl10,inperson_sale,hyundai,grand i10,in_stock,1,388000,493700,good,2021,TRUE,8775,56670,FALSE,FALSE
123,volkswagen polo,2011,petrol,59541,275099,noida,496,hatchback,manual,comfortline 1.2l petrol,TRUE,gurgaon,haryana,TRUE,hr26,inperson_sale,volkswagen,polo,in_transit,2,217138,,good,2021,TRUE,6390,41265,FALSE,FALSE
124,maruti zen estilo,2011,petrol,89510,188399,noida,1377,hatchback,manual,lxi,TRUE,noida,uttar pradesh,TRUE,up16,inperson_sale,maruti,zen estilo,in_stock,1,164094,221714,good,2021,TRUE,4376,28260,FALSE,FALSE
125,tata tiago,2016,petrol,55538,359399,noida,1373,hatchback,manual,xt 1.2 revotron,TRUE,delhi,delhi,TRUE,dl10,inperson_sale,tata,tiago,in_stock,1,347573,,great,2021,TRUE,8348,53910,FALSE,FALSE
126,mahindra scorpio,2015,diesel,50968,801099,noida,2106,suv,manual,s8,TRUE,delhi,delhi,TRUE,dl8c,inperson_sale,mahindra,scorpio,in_stock,1,832560,1012190,great,2021,TRUE,18608,120165,FALSE,FALSE
127,toyota innova crysta,2017,diesel,42841,1415109,noida,1528,suv,manual,2.4 gx 7 str,TRUE,noida,uttar pradesh,TRUE,up16,inperson_sale,toyota,innova crysta,in_transit,1,1422217,1713713,great,2021,TRUE,32869,212267,FALSE,FALSE
128,volkswagen polo,2013,petrol,65942,317199,noida,1320,hatchback,manual,comfortline 1.2l petrol,TRUE,gurgaon,haryana,TRUE,hr26,inperson_sale,volkswagen,polo,in_stock,1,290791,374585,great,2021,TRUE,7368,47580,FALSE,FALSE
129,mahindra scorpio,2016,diesel,59831,1092313,noida,3284,suv,manual,s10,TRUE,ghaziabad,uttar pradesh,TRUE,up14,inperson_sale,mahindra,scorpio,in_stock,1,1093292,,great,2021,TRUE,25372,163847,FALSE,FALSE
130,hyundai creta,2016,petrol,61582,720299,noida,1680,suv,manual,1.6 sx plus petrol,TRUE,noida,uttar pradesh,TRUE,up16,inperson_sale,hyundai,creta,in_stock,2,672500,837780,great,2021,TRUE,16731,108045,FALSE,FALSE
131,mahindra scorpio,2016,diesel,61330,1030804,noida,2581,suv,manual,s10,TRUE,noida,uttar pradesh,TRUE,up16,inperson_sale,mahindra,scorpio,in_stock,2,1048358,1272552,great,2021,TRUE,23943,154621,FALSE,FALSE
132,ford figo,2012,diesel,58699,233099,noida,380,hatchback,manual,1.4 zxi duratorq,TRUE,gurgaon,haryana,TRUE,hr26,inperson_sale,ford,figo,in_stock,1,176961,,fair,2021,TRUE,5414,34965,FALSE,FALSE
133,maruti swift,2009,petrol,96354,239299,noida,338,hatchback,manual,vxi,TRUE,new delhi,delhi,TRUE,dl7c,inperson_sale,maruti,swift,in_stock,2,197667,262687,good,2021,TRUE,5558,35895,FALSE,FALSE
134,mitsubishi outlander,2009,petrol,95127,307099,noida,2828,luxury suv,manual,2.4 mivec,TRUE,delhi,delhi,TRUE,dl7c,inperson_sale,mitsubishi,outlander,,3,295317,331199,great,2021,TRUE,7133,46065,FALSE,FALSE
135,hyundai verna,2014,diesel,81676,520499,noida,204,sedan,manual,fluidic 1.6 sx crdi opt,TRUE,noida,uttar pradesh,TRUE,up16,inperson_sale,hyundai,verna,in_stock,1,510270,643090,great,2021,TRUE,12090,78075,FALSE,FALSE
136,hyundai verna,2014,diesel,84334,510699,noida,743,sedan,manual,fluidic 1.4 crdi cx,TRUE,delhi,delhi,TRUE,dl12,inperson_sale,hyundai,verna,in_stock,1,488043,608343,great,2021,TRUE,11862,76605,FALSE,FALSE
137,volkswagen ameo,2017,diesel,73768,486299,noida,1242,sedan,manual,highline 1.5,TRUE,ghaziabad,uttar pradesh,TRUE,up14,inperson_sale,volkswagen,ameo,in_stock,1,465642,509599,great,2021,TRUE,11296,72945,FALSE,FALSE
138,maruti zen estilo,2010,petrol,65057,208999,noida,351,hatchback,manual,lxi,TRUE,delhi,delhi,TRUE,dl7c,inperson_sale,maruti,zen estilo,in_transit,1,149524,,good,2021,TRUE,4855,31350,FALSE,FALSE
139,maruti alto k10,2012,petrol,89988,206399,noida,750,hatchback,manual,vxi,TRUE,delhi,delhi,TRUE,dl9c,inperson_sale,maruti,alto k10,in_stock,2,181965,,good,2021,TRUE,4794,30960,FALSE,FALSE
140,maruti celerio,2016,petrol & cng,100780,358299,noida,1776,hatchback,manual,vxi cng,FALSE,delhi,delhi,TRUE,dl9c,inperson_sale,maruti,celerio,in_stock,2,319632,,great,2021,TRUE,8322,53745,FALSE,FALSE
141,honda brio,2013,petrol,90659,251399,noida,448,hatchback,manual,1.2 s mt i vtec,TRUE,delhi,delhi,TRUE,dl2c,inperson_sale,honda,brio,in_stock,2,214324,281810,good,2021,TRUE,5839,37710,FALSE,FALSE
142,hyundai santro xing,2013,petrol,79800,220699,noida,1251,hatchback,manual,gl plus,TRUE,delhi,delhi,TRUE,dl8c,inperson_sale,hyundai,santro xing,in_stock,1,206571,,great,2021,TRUE,5126,33105,FALSE,FALSE
143,maruti swift dzire,2012,petrol,90220,290899,noida,1831,sedan,manual,lxi 1.2 bs iv,TRUE,ghaziabad,uttar pradesh,TRUE,up14,inperson_sale,maruti,swift dzire,in_stock,1,283877,367653,great,2021,TRUE,6757,43635,FALSE,FALSE
144,ford ecosport,2013,diesel,99113,413099,noida,1508,suv,manual,1.5titanium tdci,TRUE,noida,uttar pradesh,TRUE,up16,inperson_sale,ford,ecosport,in_stock,1,411396,517356,great,2021,TRUE,9595,61965,FALSE,FALSE
145,mahindra xuv500,2014,diesel,60070,699399,noida,1583,luxury suv,manual,w8 fwd,TRUE,navi mumbai,maharashtra,TRUE,mh43,inperson_sale,mahindra,xuv500,in_stock,1,733951,824782,great,2020,TRUE,16245,104910,FALSE,FALSE
146,nissan terrano,2014,diesel,110471,469099,noida,842,suv,manual,xv 110 diesel,TRUE,ghaziabad,uttar pradesh,TRUE,up14,inperson_sale,nissan,terrano,in_stock,1,428610,538030,great,2021,TRUE,10896,70365,FALSE,FALSE
147,honda amaze,2014,petrol,86304,364599,noida,535,sedan,manual,1.2 smt i vtec,TRUE,noida,uttar pradesh,TRUE,up16,inperson_sale,honda,amaze,in_stock,1,303700,391854,great,2021,TRUE,8469,54690,FALSE,FALSE
148,maruti ritz,2010,petrol,108338,230799,noida,490,hatchback,manual,vxi genus,TRUE,noida,uttar pradesh,TRUE,up16,inperson_sale,maruti,ritz,in_stock,1,224350,295036,great,2021,TRUE,5361,34620,FALSE,FALSE
149,hyundai i20,2012,diesel,122256,299399,noida,524,hatchback,manual,sportz 1.4 crdi,TRUE,ghaziabad,uttar pradesh,TRUE,up14,inperson_sale,hyundai,i20,in_stock,1,273723,355277,great,2021,TRUE,6954,44910,FALSE,FALSE
150,toyota etios,2015,petrol,168109,330899,noida,938,sedan,manual,g,TRUE,noida,uttar pradesh,TRUE,up16,inperson_sale,toyota,etios,in_stock,1,318815,410291,great,2021,TRUE,7686,49635,FALSE,FALSE
151,maruti ertiga,2012,diesel,186207,440199,noida,1085,suv,manual,vdi,TRUE,noida,uttar pradesh,TRUE,up14,inperson_sale,maruti,ertiga,in_stock,1,387269,493793,good,2021,TRUE,10225,66030,FALSE,FALSE
152,volkswagen vento,2013,diesel,192715,377799,noida,888,sedan,manual,highline diesel,TRUE,mathura,uttar pradesh,TRUE,up85,inperson_sale,volkswagen,vento,in_stock,1,350604,443076,great,2021,TRUE,8775,56670,FALSE,FALSE
153,toyota corolla altis,2014,petrol,134937,751399,noida,1166,luxury sedan,manual,gl,TRUE,noida,uttar pradesh,TRUE,up16,inperson_sale,toyota,corolla altis,in_stock,1,733302,910742,great,2021,TRUE,17453,112710,FALSE,FALSE
154,audi q3,2013,diesel,114155,1072517,noida,1288,luxury suv,automatic,2.0 tdi quattro,TRUE,delhi,delhi,TRUE,dl1c,inperson_sale,audi,q3,in_stock,2,990909,1194051,great,2021,TRUE,24912,160878,FALSE,FALSE
155,hyundai creta,2016,diesel,124714,818799,noida,924,suv,,1.6 sx at crdi,TRUE,noida,uttar pradesh,TRUE,up16,inperson_sale,hyundai,creta,in_stock,1,810419,987071,great,2021,TRUE,19019,122820,FALSE,FALSE
156,audi a6,2013,diesel,107465,1202706,noida,1937,luxury sedan,automatic,2.0 tdi premium plus,TRUE,delhi,delhi,TRUE,dl1c,inperson_sale,audi,a6,in_stock,2,1273548,1532278,great,2021,TRUE,27936,180406,FALSE,FALSE
157,toyota fortuner,2013,diesel,154297,1213917,noida,2095,luxury suv,automatic,3.0 at 4x2,TRUE,ghaziabad,uttar pradesh,TRUE,up14,inperson_sale,toyota,fortuner,in_stock,1,1250172,1510690,great,2021,TRUE,28196,182088,FALSE,FALSE
158,toyota innova,2014,diesel,214389,619299,noida,876,suv,manual,2.5 gx 7 str bs iv,TRUE,new delhi,delhi,TRUE,dl2c,inperson_sale,toyota,innova,in_stock,1,598514,,great,2021,TRUE,14385,92895,FALSE,FALSE
159,maruti celerio,2015,petrol & cng,158356,316399,noida,1278,hatchback,manual,vxi cng,TRUE,delhi,delhi,TRUE,dl9c,inperson_sale,maruti,celerio,in_transit,1,288964,,great,2021,TRUE,7349,47460,FALSE,FALSE
160,maruti swift,2015,petrol,27191,365799,noida,2550,hatchback,manual,lxi opt,TRUE,new delhi,delhi,TRUE,dl8c,inperson_sale,maruti,swift,in_stock,1,366204,467108,great,2021,TRUE,8497,54870,TRUE,FALSE
161,maruti alto 800,2017,petrol,15581,257699,noida,3272,hatchback,manual,lxi,TRUE,gurgaon,haryana,TRUE,hr26,inperson_sale,maruti,alto 800,in_stock,1,264886,270886,great,2021,TRUE,5986,38655,TRUE,FALSE
162,maruti swift dzire,2011,petrol,15248,254299,noida,2660,sedan,manual,vxi 1.2 bs iv,TRUE,delhi,delhi,TRUE,dl3c,inperson_sale,maruti,swift dzire,in_stock,1,240524,313774,great,2021,TRUE,5907,38145,TRUE,FALSE
163,maruti alto k10,2018,petrol,17599,335199,noida,1102,hatchback,manual,vxi,TRUE,delhi,delhi,TRUE,dl1c,inperson_sale,maruti,alto k10,in_stock,1,319967,,great,2021,TRUE,7786,50280,TRUE,FALSE
164,mahindra scorpio,2013,diesel,34861,506799,noida,1701,suv,manual,lx bs iv,TRUE,delhi,delhi,TRUE,dl12,inperson_sale,mahindra,scorpio,in_stock,1,479116,515799,great,2021,TRUE,11772,76020,TRUE,FALSE
165,maruti swift,2019,petrol,9218,568299,noida,2291,hatchback,manual,vxi,TRUE,new delhi,delhi,TRUE,dl4c,inperson_sale,maruti,swift,in_stock,1,579475,585975,great,2021,TRUE,13200,85245,TRUE,FALSE
166,hyundai grand i10,2019,petrol,7794,513399,noida,2127,hatchback,manual,sportz 1.2 kappa vtvt,TRUE,new delhi,delhi,TRUE,dl9c,inperson_sale,hyundai,grand i10,in_stock,1,514830,521330,great,2021,TRUE,11925,77010,TRUE,FALSE
167,datsun redi go,2018,petrol,14537,277899,noida,1185,hatchback,,1.0 t(o) at,TRUE,ghaziabad,uttar pradesh,TRUE,up14,inperson_sale,datsun,redi go,in_stock,1,278408,360996,great,2021,TRUE,6455,41685,TRUE,FALSE
168,maruti swift,2013,diesel,45994,356099,noida,1291,hatchback,manual,vdi,TRUE,noida,uttar pradesh,TRUE,up16,inperson_sale,maruti,swift,in_stock,1,321214,413218,great,2021,TRUE,8271,53415,TRUE,FALSE
169,hyundai i10,2010,petrol,55388,190499,noida,2158,hatchback,manual,magna 1.2 kappa2,TRUE,new delhi,delhi,TRUE,dl4c,inperson_sale,hyundai,i10,in_stock,2,179618,240138,great,2021,TRUE,4425,28575,TRUE,FALSE
170,maruti sx4,2010,petrol,51871,238199,noida,1026,sedan,,zxi at,TRUE,delhi,delhi,TRUE,dl3c,inperson_sale,maruti,sx4,in_stock,1,211716,,good,2021,TRUE,5533,35730,TRUE,FALSE
171,maruti ritz,2011,petrol,41762,239399,noida,1252,hatchback,manual,vxi bs iv,TRUE,delhi,delhi,TRUE,dl12,inperson_sale,maruti,ritz,in_stock,1,194500,258745,great,2021,TRUE,5561,35910,TRUE,FALSE
172,mahindra tuv300,2016,diesel,37219,551499,noida,3898,suv,automatic,t8 at,TRUE,delhi,delhi,TRUE,dl12,inperson_sale,mahindra,tuv300,in_stock,1,528307,663747,great,2021,TRUE,12810,82725,TRUE,FALSE
173,hyundai elite i20,2020,petrol,11146,532799,noida,6329,hatchback,,1.2 magna plus vtvt,TRUE,delhi,delhi,TRUE,dl12,inperson_sale,hyundai,elite i20,in_stock,1,541035,679015,great,2021,TRUE,12376,79920,TRUE,FALSE
174,honda city,2014,petrol,48845,530499,noida,2855,sedan,manual,v mt petrol,TRUE,delhi,delhi,TRUE,dl11,inperson_sale,honda,city,in_stock,1,555000,695780,great,2020,TRUE,12322,79575,TRUE,FALSE
175,maruti new  wagon-r,2019,petrol,21000,397699,noida,2197,,,lxi 1.0 l,TRUE,delhi,delhi,TRUE,dl5c,inperson_sale,maruti,new  wagon-r,in_stock,1,397608,399108,great,2021,TRUE,9238,59655,TRUE,FALSE
176,honda amaze,2017,petrol,37426,450999,noida,1624,sedan,manual,1.2 smt i vtec,TRUE,noida,uttar pradesh,TRUE,up16,inperson_sale,honda,amaze,in_transit,1,455681,570501,great,2021,TRUE,10476,67650,TRUE,FALSE
177,renault kwid,2018,petrol,31537,283999,noida,4740,hatchback,manual,rxl,TRUE,hathras,uttar pradesh,TRUE,up86,inperson_sale,renault,kwid,in_stock,1,283882,285382,great,2021,TRUE,6597,42600,TRUE,FALSE
178,hyundai i10,2010,petrol,68453,174499,noida,1693,hatchback,manual,era 1.1 irde,TRUE,delhi,delhi,TRUE,dl3c,inperson_sale,hyundai,i10,in_stock,1,150000,203120,great,2021,TRUE,4053,26175,TRUE,FALSE
179,honda city,2017,petrol & cng,28074,791599,noida,1517,sedan,manual,vx mt petrol,FALSE,delhi,delhi,TRUE,dl10,inperson_sale,honda,city,in_stock,1,768750,,great,2021,TRUE,18387,118740,TRUE,FALSE
180,hyundai xcent,2014,diesel,68235,275699,noida,1416,sedan,manual,s 1.1 crdi opt,TRUE,new delhi,delhi,TRUE,dl9c,inperson_sale,hyundai,xcent,in_stock,2,288862,295362,great,2021,TRUE,6404,41355,TRUE,FALSE
181,maruti swift dzire,2013,diesel,67411,271499,noida,1264,sedan,manual,ldi bs iv,TRUE,delhi,delhi,TRUE,dl13,inperson_sale,maruti,swift dzire,in_stock,1,265882,344698,great,2021,TRUE,6306,40725,TRUE,FALSE
182,maruti swift dzire,2012,diesel,80671,336099,noida,871,sedan,manual,vdi bs iv,TRUE,kanpur,uttar pradesh,TRUE,up78,inperson_sale,maruti,swift dzire,in_stock,1,324026,,great,2021,TRUE,7807,50415,TRUE,FALSE
183,maruti ritz,2009,petrol,48907,189299,noida,1318,hatchback,manual,vxi,TRUE,new delhi,delhi,TRUE,dl9c,inperson_sale,maruti,ritz,in_stock,1,196568,203068,great,2021,TRUE,4397,28395,TRUE,FALSE
184,maruti ertiga,2015,diesel,57933,574199,noida,1224,suv,manual,zdi,TRUE,delhi,delhi,TRUE,dl8c,inperson_sale,maruti,ertiga,in_stock,2,566007,,great,2021,TRUE,13337,86130,TRUE,FALSE
185,hyundai i20,2009,petrol,86251,175299,noida,4681,hatchback,manual,magna 1.2 vtvt,TRUE,delhi,delhi,TRUE,dl7c,inperson_sale,hyundai,i20,in_stock,2,180994,241839,great,2021,TRUE,4072,26295,TRUE,FALSE
186,maruti alto,2019,petrol & cng,50244,313399,noida,1664,hatchback,manual,lxi,TRUE,bulandshahr,uttar pradesh,TRUE,up13,inperson_sale,maruti,alto,,2,288271,381015,great,2021,TRUE,7279,47010,TRUE,FALSE
187,maruti alto k10,2014,petrol & cng,70930,274799,noida,808,hatchback,manual,lxi cng,TRUE,delhi,delhi,TRUE,dl5c,inperson_sale,maruti,alto k10,in_stock,1,218798,282252,good,2021,TRUE,6383,41220,TRUE,FALSE
188,maruti wagon r 1.0,2012,petrol & cng,83630,218899,noida,1670,hatchback,manual,lxi cng,TRUE,gurgaon,haryana,TRUE,hr72,inperson_sale,maruti,wagon r 1.0,in_stock,1,213657,219657,great,2021,TRUE,5084,32835,TRUE,FALSE
189,hyundai verna,2018,diesel,38712,949499,noida,6516,sedan,automatic,1.6 crdi sx + at,TRUE,ghaziabad,uttar pradesh,TRUE,up14,inperson_sale,hyundai,verna,in_stock,1,982553,1190183,great,2020,TRUE,22054,142425,TRUE,FALSE
190,maruti vitara brezza,2017,diesel,39663,732399,noida,1186,suv,manual,zdi plus,TRUE,ghaziabad,uttar pradesh,TRUE,up14,inperson_sale,maruti,vitara brezza,in_stock,1,699000,869580,great,2020,TRUE,17012,109860,TRUE,FALSE
191,hyundai verna,2017,diesel,38307,747999,noida,4483,sedan,manual,1.6 crdi sx,TRUE,delhi,delhi,TRUE,dl5c,inperson_sale,hyundai,verna,in_stock,1,772187,773687,great,2021,TRUE,17374,112200,TRUE,FALSE
192,mahindra tuv300,2015,diesel,71692,579599,noida,1830,suv,automatic,t8 at,TRUE,delhi,delhi,TRUE,dl12,inperson_sale,mahindra,tuv300,in_stock,2,571730,715850,great,2021,TRUE,13463,86940,TRUE,FALSE
193,hyundai verna,2019,diesel,25800,846799,noida,5905,sedan,,1.4 crdi ex mt,TRUE,delhi,delhi,TRUE,dl11,inperson_sale,hyundai,verna,in_stock,1,874326,880826,great,2021,TRUE,19669,127020,TRUE,FALSE
194,maruti ertiga,2012,diesel,89257,419599,noida,2159,suv,manual,vdi,TRUE,delhi,delhi,TRUE,dl12,inperson_sale,maruti,ertiga,in_stock,1,406511,510511,great,2021,TRUE,9746,62940,TRUE,FALSE
195,hyundai elite i20,2018,petrol & cng,42277,523699,noida,276,hatchback,manual,asta 1.2,TRUE,delhi,delhi,TRUE,dl10,inperson_sale,hyundai,elite i20,out_of_stock,1,532787,539287,great,2021,TRUE,12164,78555,TRUE,FALSE
196,maruti vitara brezza,2018,diesel,28572,780799,noida,2814,suv,manual,zdi plus,TRUE,ghaziabad,uttar pradesh,TRUE,up14,inperson_sale,maruti,vitara brezza,in_stock,1,805993,981835,great,2020,TRUE,18136,117120,TRUE,FALSE
197,ford ecosport,2018,petrol,11844,791199,noida,2157,suv,manual,1.5 titanium ti vct,TRUE,delhi,delhi,TRUE,dl12,inperson_sale,ford,ecosport,in_stock,1,838352,844852,great,2021,TRUE,18378,118680,TRUE,FALSE
198,maruti ertiga,2012,diesel,81227,380599,noida,2065,suv,manual,zdi,TRUE,delhi,delhi,TRUE,dl8c,inperson_sale,maruti,ertiga,in_stock,2,338100,432822,great,2020,TRUE,8840,57090,TRUE,FALSE
199,hyundai verna,2012,diesel,84027,283299,noida,3776,sedan,manual,fluidic 1.4 crdi,TRUE,new delhi,delhi,TRUE,dl7c,inperson_sale,hyundai,verna,in_stock,2,285634,292134,great,2021,TRUE,6580,42495,TRUE,FALSE
200,maruti xl6,2019,petrol,10643,877199,noida,2581,suv,,alpha shvs  mt,TRUE,gurgaon,haryana,TRUE,hr26,inperson_sale,maruti,xl6,in_stock,2,929075,935075,great,2021,TRUE,20375,131580,TRUE,FALSE
201,tata harrier,2019,diesel,50873,1280577,noida,7645,suv,,xz 2.0l kryotec,TRUE,gurgaon,haryana,TRUE,hr95,inperson_sale,tata,harrier,in_stock,1,1252819,,great,2021,TRUE,29745,192087,TRUE,FALSE
202,honda city,2014,diesel,74867,514499,noida,1561,sedan,manual,vx mt diesel,TRUE,new delhi,delhi,TRUE,dl3c,inperson_sale,honda,city,in_stock,2,510224,516724,great,2021,TRUE,11951,77175,TRUE,FALSE
203,honda civic,2010,petrol,86619,273199,noida,3364,sedan,automatic,1.8v at,TRUE,delhi,delhi,TRUE,dl3c,inperson_sale,honda,civic,in_stock,2,250000,325340,great,2020,TRUE,6346,40980,TRUE,FALSE
204,maruti swift,2009,petrol,89564,177099,noida,2924,hatchback,manual,vxi 1.3,FALSE,delhi,delhi,TRUE,dl3c,inperson_sale,maruti,swift,in_stock,2,171233,229653,great,2021,TRUE,4114,26565,TRUE,FALSE
205,hyundai verna,2014,diesel,75854,488299,noida,2142,sedan,manual,fluidic 1.6 sx crdi opt,TRUE,noida,uttar pradesh,TRUE,up16,inperson_sale,hyundai,verna,in_stock,1,498046,621346,great,2021,TRUE,11342,73245,TRUE,FALSE
206,honda brio,2014,petrol,76938,273899,noida,1519,hatchback,manual,1.2 s mt i vtec,TRUE,delhi,delhi,TRUE,dl2c,inperson_sale,honda,brio,in_stock,1,269900,349618,great,2020,TRUE,6362,41085,TRUE,FALSE
207,hyundai i10,2015,petrol & cng,87634,297599,noida,1362,hatchback,manual,magna 1.1 irde2,TRUE,delhi,delhi,TRUE,dl3c,inperson_sale,hyundai,i10,in_stock,1,250499,,good,2021,TRUE,6912,44640,TRUE,FALSE
208,mercedes benz cla class,2016,diesel,19492,2055348,noida,7142,luxury sedan,manual,cla 200 cdi sport,TRUE,delhi,delhi,TRUE,dl2c,inperson_sale,mercedes benz,cla class,in_stock,2,2079389,2085889,great,2021,TRUE,47741,308303,TRUE,FALSE
209,maruti baleno,2016,diesel,81175,538099,noida,824,hatchback,manual,alpha ddis 190,FALSE,ghaziabad,uttar pradesh,TRUE,up14,inperson_sale,maruti,baleno,in_stock,1,542150,681350,great,2021,TRUE,12499,80715,TRUE,FALSE
210,hyundai i10,2012,petrol,88696,200799,noida,663,hatchback,manual,magna 1.2 kappa2,TRUE,delhi,delhi,TRUE,dl12,inperson_sale,hyundai,i10,in_stock,1,196748,261543,great,2021,TRUE,4664,30120,TRUE,FALSE
211,honda amaze,2018,diesel,56926,569899,noida,2893,sedan,manual,1.5 smt i dtec,TRUE,ghaziabad,uttar pradesh,TRUE,up14,inperson_sale,honda,amaze,in_stock,1,580538,727418,great,2021,TRUE,13237,85485,TRUE,FALSE
212,maruti ciaz,2018,diesel,57860,770199,noida,1808,sedan,manual,alpha 1.3 ddis shvs,TRUE,ghaziabad,uttar pradesh,TRUE,up14,inperson_sale,maruti,ciaz,in_stock,1,806945,982967,great,2021,TRUE,17890,115530,TRUE,FALSE
213,mahindra kuv100,2016,diesel,99569,266299,noida,3386,suv,manual,k4+ d 6 str,TRUE,faridabad,haryana,TRUE,hr51,inperson_sale,mahindra,kuv100,in_stock,1,261666,326710,great,2021,TRUE,6185,39945,TRUE,FALSE
214,honda city,2009,petrol,133196,201899,noida,1327,sedan,,1.5 e mt petrol,TRUE,delhi,delhi,TRUE,dl4c,inperson_sale,honda,city,in_stock,2,194351,,great,2021,TRUE,4690,30285,TRUE,FALSE
215,maruti eeco,2017,petrol & cng,105847,280699,noida,1936,suv,manual,7 str,TRUE,gurgaon,haryana,TRUE,hr26,inperson_sale,maruti,eeco,in_stock,1,265195,,great,2021,TRUE,6520,42105,TRUE,FALSE
216,maruti alto,2009,petrol & cng,109466,105999,noida,3658,hatchback,manual,lxi,TRUE,delhi,delhi,TRUE,dl9c,inperson_sale,maruti,alto,in_stock,2,107023,149393,great,2021,FALSE,2462,15900,TRUE,FALSE
217,audi a3,2016,petrol,76749,1663670,noida,3457,luxury sedan,automatic,40 tfsi premium,TRUE,delhi,delhi,TRUE,dl1c,inperson_sale,audi,a3,in_stock,1,1715000,2053200,great,2021,TRUE,38643,249551,TRUE,FALSE
218,maruti swift dzire,2013,petrol,95093,288599,noida,457,sedan,manual,vxi 1.2 bs iv,TRUE,new delhi,delhi,TRUE,dl8c,inperson_sale,maruti,swift dzire,in_stock,1,294217,379281,great,2021,TRUE,6703,43290,TRUE,FALSE
219,mahindra xuv500,2014,diesel,82866,504199,noida,3729,luxury suv,manual,w4,TRUE,delhi,delhi,TRUE,dl10,inperson_sale,mahindra,xuv500,in_stock,2,473961,,great,2021,TRUE,11711,75630,TRUE,FALSE
